DATE,CUSTOMER,ACCOUNT,AMOUNT,ACTION
2013-07-27,1,1,1030,paid
2013-07-27,1,1,1035,paid
2013-07-27,1,1,1040,paid
2013-07-27,1,1,1045,paid
2013-07-28,1,1,1050,paid
2013-07-28,1,1,1055,paid
2013-07-28,1,1,1060,paid
2013-07-28,1,1,1065,paid
2013-07-28,1,1,1070,paid
2013-07-29,1,1,1075,paid
2013-07-29,1,1,1080,paid
2013-07-29,1,1,1085,paid
2013-07-29,1,1,1090,paid
2013-07-29,1,1,1095,paid
2013-07-30,1,1,1100,paid
2013-07-30,1,1,1105,paid
2013-07-30,1,1,1110,paid
2013-07-30,1,1,1115,paid
2013-07-30,1,1,1120,paid
2013-07-31,1,1,1125,paid
2013-07-31,1,1,1130,paid
2013-07-31,1,1,1135,paid
2013-07-31,1,1,1140,paid
2013-07-31,1,1,1145,paid
2013-08-01,1,1,1150,paid
2013-08-01,1,1,1155,paid
2013-08-01,1,1,1160,paid
2013-08-01,1,1,1165,paid
2013-08-01,1,1,1170,paid
2013-08-02,1,1,1175,paid
2013-08-02,1,1,1180,paid
2013-08-02,1,1,1185,paid
2013-08-02,1,1,1190,paid
2013-08-02,1,1,1195,paid
2013-08-03,1,1,1200,paid
2013-08-03,1,1,1205,paid
2013-08-03,1,1,1210,paid
2013-08-03,1,1,1215,paid
2013-08-03,1,1,1220,paid
2013-08-04,1,1,1225,paid
2013-08-04,1,1,1230,paid
2013-08-04,1,1,1235,paid
2013-08-04,1,1,1240,paid
2013-08-04,1,1,1245,paid
2013-08-05,1,1,1250,paid
2013-08-05,1,1,1255,paid
2013-08-05,1,1,1260,paid
2013-08-05,1,1,1265,paid
2013-08-05,1,1,1270,paid
2013-08-06,1,1,1275,paid
2013-08-06,1,1,1280,paid
2013-08-06,1,1,1285,paid
2013-08-06,1,1,1290,paid
2013-08-06,1,1,1295,paid
2013-08-07,1,1,1300,paid
2013-08-07,1,1,1305,paid
2013-08-07,1,1,1310,paid
2013-08-07,1,1,1315,paid
2013-08-07,1,1,1320,paid
2013-08-08,1,1,1325,paid
2013-08-08,1,1,1330,paid
2013-08-08,1,1,1335,paid
2013-08-08,1,1,1340,paid
2013-08-08,1,1,1345,paid
2013-08-09,1,1,1350,paid
2013-08-09,1,1,1355,paid
2013-08-09,1,1,1360,paid
2013-08-09,1,1,1365,paid
2013-08-09,1,1,1370,paid
2013-08-10,1,1,1375,paid
2013-08-10,1,1,1380,paid
2013-08-10,1,1,1385,paid
2013-08-10,1,1,1390,paid
2013-08-10,1,1,1395,paid
2013-08-11,1,1,1400,paid
2013-08-11,1,1,1405,paid
2013-08-11,1,1,1410,paid
2013-08-11,1,1,1415,paid
2013-08-11,1,1,1420,paid
2013-08-12,1,1,1425,paid
2013-08-12,1,1,1430,paid
2013-08-12,1,1,1435,paid
2013-08-12,1,1,1440,paid
2013-08-12,1,1,1445,paid
2013-08-13,1,1,1450,paid
2013-08-13,1,1,1455,paid
2013-08-13,1,1,1460,paid
2013-08-13,1,1,1465,paid
2013-08-13,1,1,1470,paid
2013-08-14,1,1,1475,paid
2013-08-14,1,1,1480,paid
2013-08-14,1,1,1485,paid
2013-08-14,1,1,1490,paid
2013-08-14,1,1,1495,paid
2013-08-15,1,1,1500,paid
2013-08-15,1,1,1505,paid
2013-08-15,1,1,1510,paid
2013-08-15,1,1,1515,paid
2013-08-15,1,1,1520,paid
2013-08-16,1,1,1525,paid
2013-08-16,1,1,1530,paid
2013-08-16,1,1,1535,paid
2013-08-16,1,1,1540,paid
2013-08-16,1,1,1545,paid
2013-08-17,1,1,1550,paid
2013-08-17,1,1,1555,paid
2013-08-17,1,1,1560,paid
2013-08-17,1,1,1565,paid
2013-08-17,1,1,1570,paid
2013-08-18,1,1,1575,paid
2013-08-18,1,1,1580,paid
2013-08-18,1,1,1585,paid
2013-08-18,1,1,1590,paid
2013-08-18,1,1,1595,paid
2013-08-19,1,1,1600,paid
2013-08-19,1,1,1605,paid
2013-08-19,1,1,1610,paid
2013-08-19,1,1,1615,paid
2013-08-19,1,1,1620,paid
2013-08-20,1,1,1625,paid
2013-08-20,1,1,1630,paid
2013-08-20,1,1,1635,paid
2013-08-20,1,1,1640,paid
2013-08-20,1,1,1645,paid
2013-08-21,1,1,1650,paid
2013-08-21,1,1,1655,paid
2013-08-21,1,1,1660,paid
2013-08-21,1,1,1665,paid
2013-08-21,1,1,1670,paid
2013-08-22,1,1,1675,paid
2013-08-22,1,1,1680,paid
2013-08-22,1,1,1685,paid
2013-08-22,1,1,1690,paid
2013-08-22,1,1,1695,paid
2013-08-23,1,1,1700,paid
2013-08-23,1,1,1705,paid
2013-08-23,1,1,1710,paid
2013-08-23,1,1,1715,paid
2013-08-23,1,1,1720,paid
2013-08-24,1,1,1725,paid
2013-08-24,1,1,1730,paid
2013-08-24,1,1,1735,paid
2013-08-24,1,1,1740,paid
2013-08-24,1,1,1745,paid
2013-08-25,1,1,1750,paid
2013-08-25,1,1,1755,paid
2013-08-25,1,1,1760,paid
2013-08-25,1,1,1765,paid
2013-08-25,1,1,1770,paid
2013-08-26,1,1,1775,paid
2013-08-26,1,1,1780,paid
2013-08-26,1,1,1785,paid
2013-08-26,1,1,1790,paid
2013-08-26,1,1,1795,paid
2013-08-27,1,1,1800,paid
2013-08-27,1,1,1805,paid
2013-08-27,1,1,1810,paid
2013-08-27,1,1,1815,paid
2013-08-27,1,1,1820,paid
2013-08-28,1,1,1825,paid
2013-08-28,1,1,1830,paid
2013-08-28,1,1,1835,paid
2013-08-28,1,1,1840,paid
2013-08-28,1,1,1845,paid
2013-08-29,1,1,1850,paid
2013-08-29,1,1,1855,paid
2013-08-29,1,1,1860,paid
2013-08-29,1,1,1865,paid
2013-08-29,1,1,1870,paid
2013-08-30,1,1,1875,paid
2013-08-30,1,1,1880,paid
2013-08-30,1,1,1885,paid
2013-08-30,1,1,1890,paid
2013-08-30,1,1,1895,paid
2013-08-31,1,1,1900,paid
2013-08-31,1,1,1905,paid
2013-08-31,1,1,1910,paid
2013-08-31,1,1,1915,paid
2013-08-31,1,1,1920,paid
2013-09-01,1,1,1925,paid
2013-09-01,1,1,1930,paid
2013-09-01,1,1,1935,paid
2013-09-01,1,1,1940,paid
2013-09-01,1,1,1945,paid
2013-09-02,1,1,1950,paid
2013-09-02,1,1,1955,paid
2013-09-02,1,1,1960,paid
2013-09-02,1,1,1965,paid
2013-09-02,1,1,1970,paid
2013-09-03,1,1,1975,paid
2013-09-03,1,1,1980,paid
2013-09-03,1,1,1985,paid
2013-09-03,1,1,1990,paid
2013-09-03,1,1,1995,paid
2013-09-04,1,1,2000,paid
2013-09-04,1,1,2005,paid
2013-09-04,1,1,2010,paid
2013-09-04,1,1,2015,paid
2013-09-04,1,1,2020,paid
2013-09-05,1,1,2025,paid
2013-09-05,1,1,2030,paid
2013-09-05,1,1,2035,paid
2013-09-05,1,1,2040,paid
2013-09-05,1,1,2045,paid
2013-09-06,1,1,2050,paid
2013-09-06,1,1,2055,paid
2013-09-06,1,1,2060,paid
2013-09-06,1,1,2065,paid
2013-09-06,1,1,2070,paid
2013-09-07,1,1,2075,paid
2013-09-07,1,1,2080,paid
2013-09-07,1,1,2085,paid
2013-09-07,1,1,2090,paid
2013-09-07,1,1,2095,paid
2013-09-08,1,1,2100,paid
2013-09-08,1,1,2105,paid
2013-09-08,1,1,2110,paid
2013-09-08,1,1,2115,paid
2013-09-08,1,1,2120,paid
2013-09-09,1,1,2125,paid
2013-09-09,1,1,2130,paid
2013-09-09,1,1,2135,paid
2013-09-09,1,1,2140,paid
2013-09-09,1,1,2145,paid
2013-09-10,1,1,2150,paid
2013-09-10,1,1,2155,paid
2013-09-10,1,1,2160,paid
2013-09-10,1,1,2165,paid
2013-09-10,1,1,2170,paid
2013-09-11,1,1,2175,paid
2013-09-11,1,1,2180,paid
2013-09-11,1,1,2185,paid
2013-09-11,1,1,2190,paid
2013-09-11,1,1,2195,paid
2013-09-12,1,1,2200,paid
2013-09-12,1,1,2205,paid
2013-09-12,1,1,2210,paid
2013-09-12,1,1,2215,paid
2013-09-12,1,1,2220,paid
2013-09-13,1,1,2225,paid
2013-09-13,1,1,2230,paid
2013-09-13,1,1,2235,paid
2013-09-13,1,1,2240,paid
2013-09-13,1,1,2245,paid
2013-09-14,1,1,2250,paid
2013-09-14,1,1,2255,paid
2013-09-14,1,1,2260,paid
2013-09-14,1,1,2265,paid
2013-09-14,1,1,2270,paid
2013-09-15,1,1,2275,paid
2013-09-15,1,1,2280,paid
2013-09-15,1,1,2285,paid
2013-09-15,1,1,2290,paid
2013-09-15,1,1,2295,paid
2013-09-16,1,1,2300,paid
2013-09-16,1,1,2305,paid
2013-09-16,1,1,2310,paid
2013-09-16,1,1,2315,paid
2013-09-16,1,1,2320,paid
2013-09-17,1,1,2325,paid
2013-09-17,1,1,2330,paid
2013-09-17,1,1,2335,paid
2013-09-17,1,1,2340,paid
2013-09-17,1,1,2345,paid
2013-09-18,1,1,2350,paid
2013-09-18,1,1,2355,paid
2013-09-18,1,1,2360,paid
2013-09-18,1,1,2365,paid
2013-09-18,1,1,2370,paid
2013-09-19,1,1,2375,paid
2013-09-19,1,1,2380,paid
2013-09-19,1,1,2385,paid
2013-09-19,1,1,2390,paid
2013-09-19,1,1,2395,paid
2013-09-20,1,1,2400,paid
2013-09-20,1,1,2405,paid
2013-09-20,1,1,2410,paid
2013-09-20,1,1,2415,paid
2013-09-20,1,1,2420,paid
2013-09-21,1,1,2425,paid
2013-09-21,1,1,2430,paid
2013-09-21,1,1,2435,paid
2013-09-21,1,1,2440,paid
2013-09-21,1,1,2445,paid
2013-09-22,1,1,2450,paid
2013-09-22,1,1,2455,paid
2013-09-22,1,1,2460,paid
2013-09-22,1,1,2465,paid
2013-09-22,1,1,2470,paid
2013-09-23,1,1,2475,paid
2013-09-23,1,1,2480,paid
2013-09-23,1,1,2485,paid
2013-09-23,1,1,2490,paid
2013-09-23,1,1,2495,paid
2013-09-24,1,1,2500,paid
2013-09-24,1,1,2505,paid
2013-09-24,1,1,2510,paid
2013-09-24,1,1,2515,paid
2013-09-24,1,1,2520,paid
2013-09-25,1,1,2525,paid
2013-09-25,1,1,2530,paid
2013-09-25,1,1,2535,paid
2013-09-25,1,1,2540,paid
2013-09-25,1,1,2545,paid
2013-09-26,1,1,2550,paid
2013-09-26,1,1,2555,paid
2013-09-26,1,1,2560,paid
2013-09-26,1,1,2565,paid
2013-09-26,1,1,2570,paid
2013-09-27,1,1,2575,paid
2013-09-27,1,1,2580,paid
2013-09-27,1,1,2585,paid
2013-09-27,1,1,2590,paid
2013-09-27,1,1,2595,paid
2013-09-28,1,1,2600,paid
2013-09-28,1,1,2605,paid
2013-09-28,1,1,2610,paid
2013-09-28,1,1,2615,paid
2013-09-28,1,1,2620,paid
2013-09-29,1,1,2625,paid
2013-09-29,1,1,2630,paid
2013-09-29,1,1,2635,paid
2013-09-29,1,1,2640,paid
2013-09-29,1,1,2645,paid
2013-09-30,1,1,2650,paid
2013-09-30,1,1,2655,paid
2013-09-30,1,1,2660,paid
2013-09-30,1,1,2665,paid
2013-09-30,1,1,2670,paid
2013-10-01,1,1,2675,paid
2013-10-01,1,1,2680,paid
2013-10-01,1,1,2685,paid
2013-10-01,1,1,2690,paid
2013-10-01,1,1,2695,paid
2013-10-02,1,1,2700,paid
2013-10-02,1,1,2705,paid
2013-10-02,1,1,2710,paid
2013-10-02,1,1,2715,paid
2013-10-02,1,1,2720,paid
2013-10-03,1,1,2725,paid
2013-10-03,1,1,2730,paid
2013-10-03,1,1,2735,paid
2013-10-03,1,1,2740,paid
2013-10-03,1,1,2745,paid
2013-10-04,1,1,2750,paid
2013-10-04,1,1,2755,paid
2013-10-04,1,1,2760,paid
2013-10-04,1,1,2765,paid
2013-10-04,1,1,2770,paid
2013-10-05,1,1,2775,paid
2013-10-05,1,1,2780,paid
2013-10-05,1,1,2785,paid
2013-10-05,1,1,2790,paid
2013-10-05,1,1,2795,paid
2013-10-06,1,1,2800,paid
2013-10-06,1,1,2805,paid
2013-10-06,1,1,2810,paid
2013-10-06,1,1,2815,paid
2013-10-06,1,1,2820,paid
2013-10-07,1,1,2825,paid
2013-10-07,1,1,2830,paid
2013-10-07,1,1,2835,paid
2013-10-07,1,1,2840,paid
2013-10-07,1,1,2845,paid
2013-10-08,1,1,2850,paid
2013-10-08,1,1,2855,paid
2013-10-08,1,1,2860,paid
2013-10-08,1,1,2865,paid
2013-10-08,1,1,2870,paid
2013-10-09,1,1,2875,paid
2013-10-09,1,1,2880,paid
2013-10-09,1,1,2885,paid
2013-10-09,1,1,2890,paid
2013-10-09,1,1,2895,paid
2013-10-10,1,1,2900,paid
2013-10-10,1,1,2905,paid
2013-10-10,1,1,2910,paid
2013-10-10,1,1,2915,paid
2013-10-10,1,1,2920,paid
2013-10-11,1,1,2925,paid
2013-10-11,1,1,2930,paid
2013-10-11,1,1,2935,paid
2013-10-11,1,1,2940,paid
2013-10-11,1,1,2945,paid
2013-10-12,1,1,2950,paid
2013-10-12,1,1,2955,paid
2013-10-12,1,1,2960,paid
2013-10-12,1,1,2965,paid
2013-10-12,1,1,2970,paid
2013-10-13,1,1,2975,paid
2013-10-13,1,1,2980,paid
2013-10-13,1,1,2985,paid
2013-10-13,1,1,2990,paid
2013-10-13,1,1,2995,paid
2013-10-14,1,1,3000,paid
2013-10-14,1,1,3005,paid
2013-10-14,1,1,3010,paid
2013-10-14,1,1,3015,paid
2013-10-14,1,1,3020,paid
2013-10-15,1,1,3025,paid
2013-10-15,1,1,3030,paid
2013-10-15,1,1,3035,paid
2013-10-15,1,1,3040,paid
2013-10-15,1,1,3045,paid
2013-10-16,1,1,3050,paid
2013-10-16,1,1,3055,paid
2013-10-16,1,1,3060,paid
2013-10-16,1,1,3065,paid
2013-10-16,1,1,3070,paid
2013-10-17,1,1,3075,paid
2013-10-17,1,1,3080,paid
2013-10-17,1,1,3085,paid
2013-10-17,1,1,3090,paid
2013-10-17,1,1,3095,paid
2013-10-18,1,1,3100,paid
2013-10-18,1,1,3105,paid
2013-10-18,1,1,3110,paid
2013-10-18,1,1,3115,paid
2013-10-18,1,1,3120,paid
2013-10-19,1,1,3125,paid
2013-10-19,1,1,3130,paid
2013-10-19,1,1,3135,paid
2013-10-19,1,1,3140,paid
2013-10-19,1,1,3145,paid
2013-10-20,1,1,3150,paid
2013-10-20,1,1,3155,paid
2013-10-20,1,1,3160,paid
2013-10-20,1,1,3165,paid
2013-10-20,1,1,3170,paid
2013-10-21,1,1,3175,paid
2013-10-21,1,1,3180,paid
2013-10-21,1,1,3185,paid
2013-10-21,1,1,3190,paid
2013-10-21,1,1,3195,paid
2013-10-22,1,1,3200,paid
2013-10-22,1,1,3205,paid
2013-10-22,1,1,3210,paid
2013-10-22,1,1,3215,paid
2013-10-22,1,1,3220,paid
2013-10-23,1,1,3225,paid
2013-10-23,1,1,3230,paid
2013-10-23,1,1,3235,paid
2013-10-23,1,1,3240,paid
2013-10-23,1,1,3245,paid
2013-10-24,1,1,3250,paid
2013-10-24,1,1,3255,paid
2013-10-24,1,1,3260,paid
2013-10-24,1,1,3265,paid
2013-10-24,1,1,3270,paid
2013-10-25,1,1,3275,paid
2013-10-25,1,1,3280,paid
2013-10-25,1,1,3285,paid
2013-10-25,1,1,3290,paid
2013-10-25,1,1,3295,paid
2013-10-26,1,1,3300,paid
2013-10-26,1,1,3305,paid
2013-10-26,1,1,3310,paid
2013-10-26,1,1,3315,paid
2013-10-26,1,1,3320,paid
2013-10-27,1,1,3325,paid
2013-10-27,1,1,3330,paid
2013-10-27,1,1,3335,paid
2013-10-27,1,1,3340,paid
2013-10-27,1,1,3345,paid
2013-10-28,1,1,3350,paid
2013-10-28,1,1,3355,paid
2013-10-28,1,1,3360,paid
2013-10-28,1,1,3365,paid
2013-10-28,1,1,3370,paid
2013-10-29,1,1,3375,paid
2013-10-29,1,1,3380,paid
2013-10-29,1,1,3385,paid
2013-10-29,1,1,3390,paid
2013-10-29,1,1,3395,paid
2013-10-30,1,1,3400,paid
2013-10-30,1,1,3405,paid
2013-10-30,1,1,3410,paid
2013-10-30,1,1,3415,paid
2013-10-30,1,1,3420,paid
2013-10-31,1,1,3425,paid
2013-10-31,1,1,3430,paid
2013-10-31,1,1,3435,paid
2013-10-31,1,1,3440,paid
2013-10-31,1,1,3445,paid
2013-11-01,1,1,3450,paid
2013-11-01,1,1,3455,paid
2013-11-01,1,1,3460,paid
2013-11-01,1,1,3465,paid
2013-11-01,1,1,3470,paid
2013-11-02,1,1,3475,paid
2013-11-02,1,1,3480,paid
2013-11-02,1,1,3485,paid
2013-11-02,1,1,3490,paid
2013-11-02,1,1,3495,paid
2013-11-03,1,1,3500,paid
2013-11-03,1,1,3505,paid
2013-11-03,1,1,3510,paid
2013-11-03,1,1,3515,paid
2013-11-03,1,1,3520,paid
2013-11-04,1,1,3525,paid
2013-11-04,1,1,3530,paid
2013-11-04,1,1,3535,paid
2013-11-04,1,1,3540,paid
2013-11-04,1,1,3545,paid
2013-11-05,1,1,3550,paid
2013-11-05,1,1,3555,paid
2013-11-05,1,1,3560,paid
2013-11-05,1,1,3565,paid
2013-11-05,1,1,3570,paid
2013-11-06,1,1,3575,paid
2013-11-06,1,1,3580,paid
2013-11-06,1,1,3585,paid
2013-11-06,1,1,3590,paid
2013-11-06,1,1,3595,paid
2013-11-07,1,1,3600,paid
2013-11-07,1,1,3605,paid
2013-11-07,1,1,3610,paid
2013-11-07,1,1,3615,paid
2013-11-07,1,1,3620,paid
2013-11-08,1,1,3625,paid
2013-11-08,1,1,3630,paid
2013-11-08,1,1,3635,paid
2013-11-08,1,1,3640,paid
2013-11-08,1,1,3645,paid
2013-11-09,1,1,3650,paid
2013-11-09,1,1,3655,paid
2013-11-09,1,1,3660,paid
2013-11-09,1,1,3665,paid
2013-11-09,1,1,3670,paid
2013-11-10,1,1,3675,paid
2013-11-10,1,1,3680,paid
2013-11-10,1,1,3685,paid
2013-11-10,1,1,3690,paid
2013-11-10,1,1,3695,paid
2013-11-11,1,1,3700,paid
2013-11-11,1,1,3705,paid
2013-11-11,1,1,3710,paid
2013-11-11,1,1,3715,paid
2013-11-11,1,1,3720,paid
2013-11-12,1,1,3725,paid
2013-11-12,1,1,3730,paid
2013-11-12,1,1,3735,paid
2013-11-12,1,1,3740,paid
2013-11-12,1,1,3745,paid
2013-11-13,1,1,3750,paid
2013-11-13,1,1,3755,paid
2013-11-13,1,1,3760,paid
2013-11-13,1,1,3765,paid
2013-11-13,1,1,3770,paid
2013-11-14,1,1,3775,paid
2013-11-14,1,1,3780,paid
2013-11-14,1,1,3785,paid
2013-11-14,1,1,3790,paid
2013-11-14,1,1,3795,paid
2013-11-15,1,1,3800,paid
2013-11-15,1,1,3805,paid
2013-11-15,1,1,3810,paid
2013-11-15,1,1,3815,paid
2013-11-15,1,1,3820,paid
2013-11-16,1,1,3825,paid
2013-11-16,1,1,3830,paid
2013-11-16,1,1,3835,paid
2013-11-16,1,1,3840,paid
2013-11-16,1,1,3845,paid
2013-11-17,1,1,3850,paid
2013-11-17,1,1,3855,paid
2013-11-17,1,1,3860,paid
2013-11-17,1,1,3865,paid
2013-11-17,1,1,3870,paid
2013-11-18,1,1,3875,paid
2013-11-18,1,1,3880,paid
2013-11-18,1,1,3885,paid
2013-11-18,1,1,3890,paid
2013-11-18,1,1,3895,paid
2013-11-19,1,1,3900,paid
2013-11-19,1,1,3905,paid
2013-11-19,1,1,3910,paid
2013-11-19,1,1,3915,paid
2013-11-19,1,1,3920,paid
2013-11-20,1,1,3925,paid
2013-11-20,1,1,3930,paid
2013-11-20,1,1,3935,paid
2013-11-20,1,1,3940,paid
2013-11-20,1,1,3945,paid
2013-11-21,1,1,3950,paid
2013-11-21,1,1,3955,paid
2013-11-21,1,1,3960,paid
2013-11-21,1,1,3965,paid
2013-11-21,1,1,3970,paid
2013-11-22,1,1,3975,paid
2013-11-22,1,1,3980,paid
2013-11-22,1,1,3985,paid
2013-11-22,1,1,3990,paid
2013-11-22,1,1,3995,paid
2013-11-23,1,1,4000,paid
2013-11-23,1,1,4005,paid
2013-11-23,1,1,4010,paid
2013-11-23,1,1,4015,paid
2013-11-23,1,1,4020,paid
2013-11-24,1,1,4025,paid
2013-11-24,1,1,4030,paid
2013-11-24,1,1,4035,paid
2013-11-24,1,1,4040,paid
2013-11-24,1,1,4045,paid
2013-11-25,1,1,4050,paid
2013-11-25,1,1,4055,paid
2013-11-25,1,1,4060,paid
2013-11-25,1,1,4065,paid
2013-11-25,1,1,4070,paid
2013-11-26,1,1,4075,paid
2013-11-26,1,1,4080,paid
2013-11-26,1,1,4085,paid
2013-11-26,1,1,4090,paid
2013-11-26,1,1,4095,paid
2013-11-27,1,1,4100,paid
2013-11-27,1,1,4105,paid
2013-11-27,1,1,4110,paid
2013-11-27,1,1,4115,paid
2013-11-27,1,1,4120,paid
2013-11-28,1,1,4125,paid
2013-11-28,1,1,4130,paid
2013-11-28,1,1,4135,paid
2013-11-28,1,1,4140,paid
2013-11-28,1,1,4145,paid
2013-11-29,1,1,4150,paid
2013-11-29,1,1,4155,paid
2013-11-29,1,1,4160,paid
2013-11-29,1,1,4165,paid
2013-11-29,1,1,4170,paid
2013-11-30,1,1,4175,paid
2013-11-30,1,1,4180,paid
2013-11-30,1,1,4185,paid
2013-11-30,1,1,4190,paid
2013-11-30,1,1,4195,paid
2013-12-01,1,1,4200,paid
2013-12-01,1,1,4205,paid
2013-12-01,1,1,4210,paid
2013-12-01,1,1,4215,paid
2013-12-01,1,1,4220,paid
2013-12-02,1,1,4225,paid
2013-12-02,1,1,4230,paid
2013-12-02,1,1,4235,paid
2013-12-02,1,1,4240,paid
2013-12-02,1,1,4245,paid
2013-12-03,1,1,4250,paid
2013-12-03,1,1,4255,paid
2013-12-03,1,1,4260,paid
2013-12-03,1,1,4265,paid
2013-12-03,1,1,4270,paid
2013-12-04,1,1,4275,paid
2013-12-04,1,1,4280,paid
2013-12-04,1,1,4285,paid
2013-12-04,1,1,4290,paid
2013-12-04,1,1,4295,paid
2013-12-05,1,1,4300,paid
2013-12-05,1,1,4305,paid
2013-12-05,1,1,4310,paid
2013-12-05,1,1,4315,paid
2013-12-05,1,1,4320,paid
2013-12-06,1,1,4325,paid
2013-12-06,1,1,4330,paid
2013-12-06,1,1,4335,paid
2013-12-06,1,1,4340,paid
2013-12-06,1,1,4345,paid
2013-12-07,1,1,4350,paid
2013-12-07,1,1,4355,paid
2013-12-07,1,1,4360,paid
2013-12-07,1,1,4365,paid
2013-12-07,1,1,4370,paid
2013-12-08,1,1,4375,paid
2013-12-08,1,1,4380,paid
2013-12-08,1,1,4385,paid
2013-12-08,1,1,4390,paid
2013-12-08,1,1,4395,paid
2013-12-09,1,1,4400,paid
2013-12-09,1,1,4405,paid
2013-12-09,1,1,4410,paid
2013-12-09,1,1,4415,paid
2013-12-09,1,1,4420,paid
2013-12-10,1,1,4425,paid
2013-12-10,1,1,4430,paid
2013-12-10,1,1,4435,paid
2013-12-10,1,1,4440,paid
2013-12-10,1,1,4445,paid
2013-12-11,1,1,4450,paid
2013-12-11,1,1,4455,paid
2013-12-11,1,1,4460,paid
2013-12-11,1,1,4465,paid
2013-12-11,1,1,4470,paid
2013-12-12,1,1,4475,paid
2013-12-12,1,1,4480,paid
2013-12-12,1,1,4485,paid
2013-12-12,1,1,4490,paid
2013-12-12,1,1,4495,paid
2013-12-13,1,1,4500,paid
2013-12-13,1,1,4505,paid
2013-12-13,1,1,4510,paid
2013-12-13,1,1,4515,paid
2013-12-13,1,1,4520,paid
2013-12-14,1,1,4525,paid
2013-12-14,1,1,4530,paid
2013-12-14,1,1,4535,paid
2013-12-14,1,1,4540,paid
2013-12-14,1,1,4545,paid
2013-12-15,1,1,4550,paid
2013-12-15,1,1,4555,paid
2013-12-15,1,1,4560,paid
2013-12-15,1,1,4565,paid
2013-12-15,1,1,4570,paid
2013-12-16,1,1,4575,paid
2013-12-16,1,1,4580,paid
2013-12-16,1,1,4585,paid
2013-12-16,1,1,4590,paid
2013-12-16,1,1,4595,paid
2013-12-17,1,1,4600,paid
2013-12-17,1,1,4605,paid
2013-12-17,1,1,4610,paid
2013-12-17,1,1,4615,paid
2013-12-17,1,1,4620,paid
